Day,Month,Year,"VLSFO Fuel Oil, IMO 2020 Grade, 0.5%",Marine Gas Oil,"Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
01/29/2019,January,2019,,636.5,429,400.5
01/30/2019,January,2019,,640.5,436,407.5
01/31/2019,January,2019,,642.5,439,410
02/01/2019,February,2019,,643.5,440,410
02/04/2019,February,2019,,648.5,438.5,414.5
02/05/2019,February,2019,,649.5,444,417.5
02/06/2019,February,2019,,648,443.5,417.5
02/07/2019,February,2019,,648,449.5,420.5
02/08/2019,February,2019,,647,444,420
02/11/2019,February,2019,,647,448,419
02/12/2019,February,2019,,645.5,444.5,420.5
02/13/2019,February,2019,,649,447.5,424
02/14/2019,February,2019,,653.5,452.5,429.5
02/15/2019,February,2019,,660.5,455,431.5
02/18/2019,February,2019,,665.5,466,437
02/19/2019,February,2019,,669,466,437
02/20/2019,February,2019,,669,465,437.5
02/21/2019,February,2019,,666.5,467,439
02/22/2019,February,2019,,669.5,461.5,434.5
02/25/2019,February,2019,,669.5,466,436
02/26/2019,February,2019,,669.5,462,433
02/27/2019,February,2019,,672.5,463.5,435
02/28/2019,February,2019,,671,464,435.5
03/01/2019,March,2019,,672.5,468.5,438.5
03/04/2019,March,2019,,673.5,469,440.5
03/05/2019,March,2019,,673.5,470.5,441
03/06/2019,March,2019,,668.5,470.5,441
03/07/2019,March,2019,,665.5,465.5,436
03/11/2019,March,2019,,666.5,468,438
03/12/2019,March,2019,,671,470,440.5
03/13/2019,March,2019,,671,470.5,441.5
03/14/2019,March,2019,,670.5,473,443.5
03/15/2019,March,2019,,672,471.5,442.5
03/18/2019,March,2019,,669.5,470,441.5
03/19/2019,March,2019,,668.5,470.5,440.5
03/20/2019,March,2019,,670,468.5,440
03/21/2019,March,2019,,670.5,467,438.5
03/22/2019,March,2019,,670.5,465.5,436
03/25/2019,March,2019,,666,460.5,432
03/26/2019,March,2019,,666,463,433.5
03/27/2019,March,2019,,666,465,435.5
03/28/2019,March,2019,,666.5,464.5,435
03/29/2019,March,2019,,668.5,466,437
04/01/2019,April,2019,,670.5,468,439.5
04/02/2019,April,2019,,672.5,469,440.5
04/03/2019,April,2019,,675,469.5,440
04/04/2019,April,2019,,676,470.5,442.5
04/05/2019,April,2019,,674,463.5,441
04/08/2019,April,2019,,675,467,444.5
04/09/2019,April,2019,,678.5,469,446.5
04/10/2019,April,2019,,684,468,444
04/11/2019,April,2019,,681,466,444
04/12/2019,April,2019,,682.5,466.5,445.5
04/15/2019,April,2019,,682.5,467,445.5
04/16/2019,April,2019,,685.5,467,442.5
04/17/2019,April,2019,,685,468,442
04/18/2019,April,2019,,685,465.5,442
04/19/2019,April,2019,,687.5,469,441.5
04/22/2019,April,2019,,686.5,470,446
04/23/2019,April,2019,,693,474,449
04/24/2019,April,2019,,692.5,474.5,450.5
04/25/2019,April,2019,,695.5,480,457
04/26/2019,April,2019,,683.5,485,455.5
04/29/2019,April,2019,,689,480.5,449.5
04/30/2019,April,2019,,687,481,451
05/01/2019,May,2019,,681,483,450
05/02/2019,May,2019,,685.5,480.5,447
05/03/2019,May,2019,,688,477.5,443
05/06/2019,May,2019,,688,473.5,438.5
05/07/2019,May,2019,,688,470,435.5
05/08/2019,May,2019,,688.5,465.5,433
05/09/2019,May,2019,,687.5,465.5,432.5
05/10/2019,May,2019,,688.5,466,434.5
05/13/2019,May,2019,,685.5,465.5,436.5
05/14/2019,May,2019,,686.5,460,434.5
05/15/2019,May,2019,,689,459,430
05/16/2019,May,2019,,688.5,459.5,432.5
05/17/2019,May,2019,,693.5,464.5,435.5
05/20/2019,May,2019,,698,468.5,439
05/21/2019,May,2019,,693.5,466.5,437
05/22/2019,May,2019,,690.5,465.5,434
05/23/2019,May,2019,,684,460.5,426
05/24/2019,May,2019,,674.5,451.5,421.5
05/27/2019,May,2019,,676,453.5,420
05/28/2019,May,2019,,677.5,453.5,419.5
05/29/2019,May,2019,,676,451,418
05/30/2019,May,2019,,670.5,449.5,416
05/31/2019,May,2019,,663.5,440.5,410.5
06/03/2019,June,2019,,653,436,402
06/04/2019,June,2019,,642.5,431.5,396
06/05/2019,June,2019,,641,428,395.5
06/06/2019,June,2019,,636.5,424,394.5
06/07/2019,June,2019,,637,427.5,399
06/10/2019,June,2019,,637,428.5,402
06/11/2019,June,2019,,637,430,399
06/12/2019,June,2019,,630,422.5,395.5
06/13/2019,June,2019,,629,421,390
06/14/2019,June,2019,,622.5,418.5,387.5
06/17/2019,June,2019,,623.5,416,386
06/18/2019,June,2019,,627.5,415,385.5
06/19/2019,June,2019,,628,420.5,388
06/20/2019,June,2019,,631,423.5,392.5
06/21/2019,June,2019,,637.5,431,400
06/24/2019,June,2019,,637.5,435.5,404
06/25/2019,June,2019,,642,437.5,408
06/26/2019,June,2019,,647,441.5,412.5
06/27/2019,June,2019,,651.5,446.5,417
06/28/2019,June,2019,,651.5,449,421
07/01/2019,July,2019,,651.5,450.5,422.5
07/02/2019,July,2019,,651.5,451.5,420
07/03/2019,July,2019,,649,450,419
07/04/2019,July,2019,,647.5,451,421.5
07/05/2019,July,2019,,644.5,452.5,427.5
07/08/2019,July,2019,,644.5,455,432
07/09/2019,July,2019,,647,461.5,434
07/10/2019,July,2019,,651,464.5,440
07/11/2019,July,2019,,658.5,480,457.5
07/12/2019,July,2019,,664.5,486.5,464
07/15/2019,July,2019,,666.5,486.5,456.5
07/16/2019,July,2019,,664,478,447.5
07/17/2019,July,2019,,658.5,472.5,441
07/18/2019,July,2019,,652,470.5,437
07/19/2019,July,2019,,646,467,434
07/22/2019,July,2019,,649,470.5,439
07/23/2019,July,2019,,651,469,437.5
07/24/2019,July,2019,,650,466,433.5
07/25/2019,July,2019,,652,465.5,433
07/26/2019,July,2019,,651,464.5,433.5
07/29/2019,July,2019,,652,464.5,433
07/30/2019,July,2019,,652,465,435
07/31/2019,July,2019,,657,470.5,441.5
08/01/2019,August,2019,,659,472.5,444
08/02/2019,August,2019,,649,462,429.5
08/05/2019,August,2019,,645.5,454,421
08/06/2019,August,2019,,637.5,439.5,409.5
08/07/2019,August,2019,,627,425.5,394.5
08/08/2019,August,2019,,617.5,405.5,376.5
08/09/2019,August,2019,,616,399.5,370
08/12/2019,August,2019,,619,404,370.5
08/13/2019,August,2019,,622,399,367
08/14/2019,August,2019,,628.5,401,369.5
08/15/2019,August,2019,,626,389.5,359
08/16/2019,August,2019,,628,391,358
08/19/2019,August,2019,,628,394,361
08/20/2019,August,2019,,629.5,397,367
08/21/2019,August,2019,,630,399,366.5
08/22/2019,August,2019,,631.5,401.5,370.5
08/23/2019,August,2019,,632,403.5,372.5
08/26/2019,August,2019,,629,400,375
08/27/2019,August,2019,,626,402.5,378
08/28/2019,August,2019,,630.5,412.5,387.5
08/29/2019,August,2019,,633.5,415,388
08/30/2019,August,2019,,635.5,414,388.5
09/02/2019,September,2019,,632,413,381
09/03/2019,September,2019,,626,405.5,369.5
09/04/2019,September,2019,,625,405,373.5
09/05/2019,September,2019,,631.5,424.5,382
09/06/2019,September,2019,,638.5,436,394.5
09/09/2019,September,2019,,641,444.5,404
09/10/2019,September,2019,,646,451.5,408.5
09/11/2019,September,2019,,649.5,449,406.5
09/12/2019,September,2019,,650,447,404.5
09/13/2019,September,2019,,648,456,418.5
09/16/2019,September,2019,,662,486,455
09/17/2019,September,2019,,682,533,500
09/18/2019,September,2019,,682.5,542.5,502
09/19/2019,September,2019,,669.5,525.5,485.5
09/20/2019,September,2019,,672.5,532,488.5
09/23/2019,September,2019,,671,518,482
09/24/2019,September,2019,,670.5,511.5,462
09/25/2019,September,2019,,662,487.5,452
09/26/2019,September,2019,,657,487,455
09/27/2019,September,2019,,658.5,487,455.5
09/30/2019,September,2019,,655.5,469.5,435.5
10/01/2019,October,2019,,652.5,452,420.5
10/02/2019,October,2019,,647,450.5,410.5
10/03/2019,October,2019,,641.5,444,406.5
10/04/2019,October,2019,,641,443,407
10/07/2019,October,2019,542.00,641,435,401
10/08/2019,October,2019,540.00,641,422,388.5
10/09/2019,October,2019,543.00,642.5,418,385.5
10/10/2019,October,2019,543.50,642.5,420.5,385
10/11/2019,October,2019,550.50,645.5,423,390.5
10/14/2019,October,2019,550.50,647,416,383
10/15/2019,October,2019,544.00,644,407,374
10/16/2019,October,2019,546.50,641.5,400,369.5
10/17/2019,October,2019,548.00,644.5,402,369.5
10/18/2019,October,2019,551.50,645,400.5,368
10/21/2019,October,2019,552.50,644.5,397.5,363
10/22/2019,October,2019,553.00,642.5,391.5,361
10/23/2019,October,2019,550.50,643.5,393.5,364
10/24/2019,October,2019,554.50,646.5,398,368.5
10/25/2019,October,2019,560.50,649.5,400,370.5
10/28/2019,October,2019,561.00,652,390.5,371.5
10/29/2019,October,2019,562.50,649.5,392,368.5
10/30/2019,October,2019,560.50,648,393,367
10/31/2019,October,2019,555.50,645.5,391.5,366
11/01/2019,November,2019,556.50,643.5,395,369
11/04/2019,November,2019,564.50,646.5,397,373.5
11/05/2019,November,2019,564.00,652,395.5,373.5
11/06/2019,November,2019,565.00,651,394,371
11/07/2019,November,2019,563.50,648.5,389,365
11/08/2019,November,2019,560.50,645.5,386,359.5
11/11/2019,November,2019,559.50,642.5,382.5,356.5
11/12/2019,November,2019,560.50,644,373,353
11/13/2019,November,2019,559.00,644,376.5,348.5
11/14/2019,November,2019,559.50,642,371,343.5
11/15/2019,November,2019,558.50,642,371,331.5
11/18/2019,November,2019,563.00,646,373.5,333.5
11/19/2019,November,2019,558.50,642,369.5,328.5
11/20/2019,November,2019,554.00,638,362.5,324.5
11/21/2019,November,2019,554.50,641.5,366,326.5
11/22/2019,November,2019,560.50,645,365.5,328.5
11/25/2019,November,2019,561.50,646.5,367.5,331.5
11/26/2019,November,2019,564.00,651,367,330
11/27/2019,November,2019,564.50,652,370.5,330.5
11/28/2019,November,2019,564.50,651.5,368,331.5
11/29/2019,November,2019,563.50,653,366,327
12/02/2019,December,2019,561.50,649,362.5,325.5
12/03/2019,December,2019,561.50,647.5,360.5,324
12/04/2019,December,2019,565.00,647.5,363.5,330
12/05/2019,December,2019,568.50,648.5,366.5,331.5
12/06/2019,December,2019,575.00,651,368.5,334.5
12/09/2019,December,2019,579.50,653.5,374,338
12/10/2019,December,2019,583.00,655,382,343
12/11/2019,December,2019,588.00,655.5,381.5,345
12/12/2019,December,2019,592.00,654.5,383,344.5
12/13/2019,December,2019,599.50,660.5,384.5,347.5
12/16/2019,December,2019,607.50,667,392.5,348.5
12/17/2019,December,2019,616.50,672.5,390.5,349
12/18/2019,December,2019,627.50,678,393.5,349.5
12/19/2019,December,2019,637.50,679,387.5,352.5
12/20/2019,December,2019,644.50,685,396,356
12/23/2019,December,2019,648.00,689,396.5,363
12/24/2019,December,2019,650.50,691,399,367
12/25/2019,December,2019,650.50,691,399,367
12/26/2019,December,2019,655.00,690,399,366.5
12/27/2019,December,2019,661.50,698,393.5,365.5
12/30/2019,December,2019,670.50,705,394.5,365
12/31/2019,December,2019,672.00,709.5,389,365
01/01/2020,January,2020,672.00,709.5,,365.5
01/02/2020,January,2020,677.50,715.5,383,362.5
01/03/2020,January,2020,684.00,716,392.5,370.5
01/06/2020,January,2020,694.00,722.5,385,381
01/07/2020,January,2020,691.50,717,386.5,377
01/08/2020,January,2020,693.50,718,392.5,379.5
01/09/2020,January,2020,688.50,713,389.5,377.5
01/10/2020,January,2020,681.50,705.5,391,378.5
01/13/2020,January,2020,673.00,698.5,379.5,377
01/14/2020,January,2020,666.00,694,372.5,376
01/15/2020,January,2020,658.00,684.5,366.5,370.5
01/16/2020,January,2020,651.50,683,364,369
01/17/2020,January,2020,646.00,678.5,366,367.5
01/20/2020,January,2020,647.50,676.5,371,369.5
01/21/2020,January,2020,645.50,676.5,367,369
01/22/2020,January,2020,643.00,669.5,355.5,366.5
01/23/2020,January,2020,633.50,664.5,367,366
01/24/2020,January,2020,631.00,659.5,362,367.5
01/27/2020,January,2020,619.50,649.5,353.5,364.5
01/28/2020,January,2020,608.50,634.5,355,361
01/29/2020,January,2020,604.00,634,351.5,357
01/30/2020,January,2020,595.50,626,347,353
01/31/2020,January,2020,593.00,621,347,350.5
02/03/2020,February,2020,577.50,609.5,353,343
02/04/2020,February,2020,561.50,604,357.5,341
02/05/2020,February,2020,558.50,602.5,355.5,344.5
02/06/2020,February,2020,560.50,605.5,360,345
02/07/2020,February,2020,557.50,597.5,359,344.5
02/10/2020,February,2020,552.00,597.5,340.5,341.5
02/11/2020,February,2020,550.00,593,341.5,340
02/12/2020,February,2020,544.50,595,313.5,341.5
02/13/2020,February,2020,544.00,597,335.5,343.5
02/14/2020,February,2020,538.00,589.5,337.5,346.5
02/17/2020,February,2020,536.50,590,339.5,346.5
02/18/2020,February,2020,534.00,587,336,344.5
02/19/2020,February,2020,532.00,584,338.5,345
02/20/2020,February,2020,529.50,586.5,342.5,349
02/21/2020,February,2020,526.50,584.5,327,346.5
02/24/2020,February,2020,516.50,578.5,325,342.5
02/25/2020,February,2020,511.00,571.5,322.5,342.5
02/26/2020,February,2020,497.00,560.5,321.5,335
02/27/2020,February,2020,479.50,550.5,310.5,331
02/28/2020,February,2020,467.00,537,303.5,326
03/02/2020,March,2020,466.50,540.5,304.5,332
03/03/2020,March,2020,460.00,529.5,295,329.5
03/04/2020,March,2020,459.00,538,,331.5
03/05/2020,March,2020,455.50,536.5,,329
03/06/2020,March,2020,443.00,526,,326
03/09/2020,March,2020,396.50,495.5,,285.5
03/10/2020,March,2020,382.00,470,,277.5
03/11/2020,March,2020,381.00,465.5,,271
03/12/2020,March,2020,368.00,458.5,,264
03/13/2020,March,2020,361.50,448.5,,262
03/16/2020,March,2020,341.00,435.5,,255
03/17/2020,March,2020,333.50,423,,249.5
03/18/2020,March,2020,310.50,405.5,,236.5
03/19/2020,March,2020,296.00,390,,225
03/20/2020,March,2020,303.00,398.5,,231.5
03/23/2020,March,2020,284.00,386.5,,224.5
03/24/2020,March,2020,287.00,384,,225.5
03/25/2020,March,2020,291.50,390.5,,216
03/26/2020,March,2020,285.00,385,,223
03/27/2020,March,2020,283.50,377.5,,216.5
03/30/2020,March,2020,274.50,369.5,,209.5
03/31/2020,March,2020,272.00,366.5,,204
04/01/2020,April,2020,268.00,359,,203
04/02/2020,April,2020,263.50,352,,198
04/03/2020,April,2020,270.50,356.5,,207.5
04/06/2020,April,2020,277.50,364,,215.5
04/07/2020,April,2020,279.00,363,,217.5
04/08/2020,April,2020,275.50,359,,215
04/09/2020,April,2020,277.00,356,,213
04/10/2020,April,2020,274.50,353,,214.5
04/13/2020,April,2020,272.00,351.5,,211
04/14/2020,April,2020,271.50,346,,209
04/15/2020,April,2020,263.00,338,,207.5
04/16/2020,April,2020,257.50,333,,198.5
04/17/2020,April,2020,260.50,326,,205
04/20/2020,April,2020,259.00,323.5,,193
04/21/2020,April,2020,241.50,314.5,,180
04/22/2020,April,2020,221.50,295.5,,169
04/23/2020,April,2020,225.00,289.5,,164.5
04/24/2020,April,2020,223.50,286,,164
04/27/2020,April,2020,219.50,279,,165
04/28/2020,April,2020,210.00,268.5,,160
04/29/2020,April,2020,212.50,271.5,,157.5
04/30/2020,April,2020,224.00,276.5,,163.5
05/01/2020,May,2020,228.00,285.5,,162.5
05/04/2020,May,2020,223.00,283.5,,169.5
05/05/2020,May,2020,233.00,287,,174.5
05/06/2020,May,2020,242.50,298.5,,179
05/07/2020,May,2020,243.00,299,,180.5
05/08/2020,May,2020,244.50,304,,186.5
05/11/2020,May,2020,246.00,303,,189
05/12/2020,May,2020,247.00,301,,184.5
05/13/2020,May,2020,242.00,298.5,,184.5
05/14/2020,May,2020,243.00,297,,181.5
05/15/2020,May,2020,250.00,300,,189.5
05/18/2020,May,2020,266.50,317,,201.5
05/19/2020,May,2020,275.50,325.5,,212
05/20/2020,May,2020,280.00,333.5,,216
05/21/2020,May,2020,282.00,333.5,,215
05/22/2020,May,2020,280.50,337,,220.5
05/25/2020,May,2020,284.50,339.5,,222
05/26/2020,May,2020,287.50,346,,221.5
05/27/2020,May,2020,289.00,344.5,,222
05/28/2020,May,2020,282.00,343.5,,218
05/29/2020,May,2020,281.00,346.5,,217.5
06/01/2020,June,2020,289.50,344,,221
06/02/2020,June,2020,296.00,350.5,,232
06/03/2020,June,2020,302.50,359,,244
06/04/2020,June,2020,302.00,358,,238.5
06/05/2020,June,2020,307.00,361,,249
06/08/2020,June,2020,322.00,372,,257.5
06/09/2020,June,2020,320.00,373,,258
06/10/2020,June,2020,321.50,381.5,,261
06/11/2020,June,2020,320.00,383.5,,259
06/12/2020,June,2020,313.50,377.5,,257
06/15/2020,June,2020,311.00,376,,253
06/16/2020,June,2020,317.00,380,,253.5
06/17/2020,June,2020,323.00,387.5,,255.5
06/18/2020,June,2020,324.50,389,,256.5
06/19/2020,June,2020,331.50,396.5,,263.5
06/22/2020,June,2020,333.00,400.5,,266.5
06/23/2020,June,2020,337.50,404.5,,271
06/24/2020,June,2020,335.00,405,,269.5
06/25/2020,June,2020,328.00,397,,262.5
06/26/2020,June,2020,328.00,397.5,,263
06/29/2020,June,2020,325.50,396,,262.5
06/30/2020,June,2020,326.50,394.5,,261.5
07/01/2020,July,2020,331.00,398,,266
07/02/2020,July,2020,333.50,400,,266
07/03/2020,July,2020,337.00,405.5,,269
07/06/2020,July,2020,340.50,408.5,,275
07/07/2020,July,2020,341.00,412,,273.5
07/08/2020,July,2020,341.00,411.5,,281
07/09/2020,July,2020,342.00,412,,266
07/10/2020,July,2020,338.00,410,,282
07/13/2020,July,2020,340.50,412.5,,280.5
07/14/2020,July,2020,338.50,410.5,,280
07/15/2020,July,2020,338.50,409.5,,281
07/16/2020,July,2020,340.00,412,,282
07/17/2020,July,2020,340.50,414,,282
07/20/2020,July,2020,338.50,410.5,,282
07/21/2020,July,2020,344.00,413.5,,284
07/22/2020,July,2020,348.00,419.5,,285.5
07/23/2020,July,2020,350.00,422.5,,286.5
07/24/2020,July,2020,347.50,420.5,,286.5
07/27/2020,July,2020,346.50,419,,286
07/28/2020,July,2020,345.50,418,,286
07/29/2020,July,2020,347.00,419,,287.5
07/30/2020,July,2020,345.50,418.5,,286.5
07/31/2020,July,2020,343.00,413.5,,288
08/03/2020,August,2020,343.50,412.5,,286
08/04/2020,August,2020,343.50,413.5,,286
08/05/2020,August,2020,349.00,417,,290.5
08/06/2020,August,2020,349.50,419,,292.5
08/07/2020,August,2020,350.00,419,,292.5
08/10/2020,August,2020,347.50,416,,294
08/11/2020,August,2020,349.00,421,,294.5
08/12/2020,August,2020,351.00,419.5,,294
08/13/2020,August,2020,351.00,420.5,,295
08/14/2020,August,2020,350.00,419.5,,295.5
08/17/2020,August,2020,351.50,418.5,,295.5
08/18/2020,August,2020,354.50,417.5,,297.5
08/19/2020,August,2020,354.00,420,,298.5
08/20/2020,August,2020,353.00,418,,298.5
08/21/2020,August,2020,351.00,418.5,,297
08/24/2020,August,2020,349.50,416.5,,297.5
08/25/2020,August,2020,353.50,419.5,,299.5
08/26/2020,August,2020,356.00,421,,301.5
08/27/2020,August,2020,355.50,419,,302.5
08/28/2020,August,2020,351.50,418,,301
08/31/2020,August,2020,354.50,418.5,,301
09/01/2020,September,2020,355.00,416.5,,301
09/02/2020,September,2020,355.50,419,,301.5
09/03/2020,September,2020,347.50,410.5,,296
09/04/2020,September,2020,344.50,406,,294.5
09/07/2020,September,2020,339.00,403.5,,289
09/08/2020,September,2020,333.50,397.5,,287
09/09/2020,September,2020,326.00,387,,278.5
09/10/2020,September,2020,325.50,387,,278.5
09/11/2020,September,2020,323.50,383.5,,274
09/14/2020,September,2020,324.50,386,,275.5
09/15/2020,September,2020,323.00,381,,274.5
09/16/2020,September,2020,329.00,383.5,,278
09/17/2020,September,2020,331.00,385,,278
09/18/2020,September,2020,337.00,390.5,,284
09/21/2020,September,2020,334.50,392,,283.5
09/22/2020,September,2020,330.00,384,,279
09/23/2020,September,2020,330.00,388.5,,278.5
09/24/2020,September,2020,329.50,387,,277
09/25/2020,September,2020,331.50,384,,279
09/28/2020,September,2020,331.00,385.5,,280
09/29/2020,September,2020,334.00,387.5,,280.5
09/30/2020,September,2020,333.50,385.5,,279.5
10/01/2020,October,2020,335.00,388,,282.5
10/02/2020,October,2020,331.50,383.5,,277
10/05/2020,October,2020,331.50,387.5,,276.5
10/06/2020,October,2020,335.00,385.5,,279.5
10/07/2020,October,2020,339.50,395,,281.5
10/08/2020,October,2020,340.00,395.5,,282.5
10/09/2020,October,2020,342.50,401.5,,285
10/12/2020,October,2020,342.00,403.5,,285.5
10/13/2020,October,2020,341.50,400,,285
10/14/2020,October,2020,341.00,400,,288
10/15/2020,October,2020,343.50,404,,289
10/16/2020,October,2020,342.50,401,,289.5
10/19/2020,October,2020,341.50,400.5,,289.5
10/20/2020,October,2020,340.50,398.5,,290.5
10/21/2020,October,2020,339.00,399.5,,290.5
10/22/2020,October,2020,339.00,393.5,,290
10/23/2020,October,2020,339.50,397,,291.5
10/26/2020,October,2020,335.50,392.5,,287.5
10/27/2020,October,2020,333.00,386,,285
10/28/2020,October,2020,332.00,383.5,,284
10/29/2020,October,2020,327.00,382,,280.5
10/30/2020,October,2020,324.00,378.5,,275.5
11/02/2020,November,2020,318.50,372,,273.5
11/03/2020,November,2020,327.00,381,,279.5
11/04/2020,November,2020,331.00,382,,281
11/05/2020,November,2020,335.50,385.5,,285
11/06/2020,November,2020,335.50,388,,285
11/09/2020,November,2020,340.50,388,,287
11/10/2020,November,2020,350.00,399.5,,295
11/11/2020,November,2020,361.50,410.5,,302.5
11/12/2020,November,2020,361.50,413.5,,303.5
11/13/2020,November,2020,357.50,409.5,,301.5
11/16/2020,November,2020,359.00,410.5,,301.5
11/17/2020,November,2020,361.00,416,,302.5
11/18/2020,November,2020,361.50,412,,302.5
11/19/2020,November,2020,361.50,412.5,,303.5
11/20/2020,November,2020,363.00,416,,303
11/23/2020,November,2020,369.00,419.5,,307
11/24/2020,November,2020,375.00,425,,309.5
11/25/2020,November,2020,383.00,432,,315
11/26/2020,November,2020,385.50,437.5,,317.5
11/27/2020,November,2020,385.00,438.5,,317
11/30/2020,November,2020,386.50,437.5,,316
12/01/2020,December,2020,389.00,443.5,,316.5
12/02/2020,December,2020,386.00,439.5,,316
12/03/2020,December,2020,390.00,443,,318.5
12/04/2020,December,2020,395.00,449.5,,324.5
12/07/2020,December,2020,395.00,449,,323
12/08/2020,December,2020,396.00,453,,322
12/09/2020,December,2020,397.50,452.5,,323.5
12/10/2020,December,2020,400.00,454,,322.5
12/11/2020,December,2020,403.50,455.5,,326.5
12/14/2020,December,2020,406.00,460,,328
12/15/2020,December,2020,406.50,463,,329
12/16/2020,December,2020,408.00,466.5,,330
12/17/2020,December,2020,414.50,467.5,,333
12/18/2020,December,2020,414.50,472,,334.5
12/21/2020,December,2020,412.00,469.5,,332
12/22/2020,December,2020,411.00,466.5,,330
12/23/2020,December,2020,410.50,467,,329
12/24/2020,December,2020,416.00,470.5,,331.5
12/25/2020,December,2020,416.00,470.5,,331.5
12/28/2020,December,2020,421.50,474,,333
12/29/2020,December,2020,421.50,476,,333.5
12/30/2020,December,2020,422.00,475.5,,333.5
12/31/2020,December,2020,421.00,480,,341.5
01/01/2021,January,2021,421.00,480,,341.5
01/04/2021,January,2021,426.00,482.5,,338
01/05/2021,January,2021,424.50,475.5,,335
01/06/2021,January,2021,430.50,482.5,,342.5
01/07/2021,January,2021,434.00,484.5,,348
01/08/2021,January,2021,436.50,485.5,,350.5
01/11/2021,January,2021,444.50,493,,355
01/12/2021,January,2021,450.00,496.5,,358
01/13/2021,January,2021,453.50,500.5,,362
01/14/2021,January,2021,455.50,503.5,,360
01/15/2021,January,2021,455.00,504.5,,359.5
01/18/2021,January,2021,452.50,501.5,,356.5
01/19/2021,January,2021,455.00,500.5,,355.5
01/20/2021,January,2021,457.50,503.5,,358.5
01/21/2021,January,2021,457.50,508,,358
01/22/2021,January,2021,455.00,505.5,,356
01/25/2021,January,2021,454.00,503,,356.5
01/26/2021,January,2021,455.50,503,,356
01/27/2021,January,2021,457.00,505,,358
01/28/2021,January,2021,455.50,502.5,,360
01/29/2021,January,2021,454.50,506,,354
02/01/2021,February,2021,455.50,506.5,,355.5
02/02/2021,February,2021,462.50,508.5,,361
02/03/2021,February,2021,467.50,518,,365.5
02/04/2021,February,2021,473.00,522,,369
02/05/2021,February,2021,477.00,525,,371
02/08/2021,February,2021,482.50,529.5,,375
02/09/2021,February,2021,488.50,537.5,,378.5
02/10/2021,February,2021,492.50,540.5,,380
02/11/2021,February,2021,494.00,543,,380
02/12/2021,February,2021,494.00,543.5,,380
02/15/2021,February,2021,500.50,550.5,,388
02/16/2021,February,2021,504.50,553,,391.5
02/17/2021,February,2021,507.00,554.5,,391.5
02/18/2021,February,2021,512.00,559.5,,396
02/19/2021,February,2021,507.50,567,,393
02/22/2021,February,2021,509.00,565.5,,392.5
02/23/2021,February,2021,514.50,570,,398
02/24/2021,February,2021,519.50,572.5,,398.5
02/25/2021,February,2021,526.00,579.5,,405
02/26/2021,February,2021,523.50,580,,404.5
03/01/2021,March,2021,520.50,577.5,,402
